job_level,job_duration_in_current_job_level,person_level,job_duration_in_current_person_level,job_duration_in_current_branch,Employee_type,Employee_status,gender,age,marital_status_maried(Y/N),number_of_dependences,number_of_dependences (male),number_of_dependences (female),Education_level,GPA,year_graduated,job_duration_as_permanent_worker,job_duration_from_training,branch_rotation,job_rotation,assign_of_otherposition,annual leave,sick_leaves,Best Performance,Avg_achievement_%,Last_achievement_%,Achievement_above_100%_during3quartal,achievement_target_1,achievement_target_2,achievement_target_3
JG04,2.17,PG03,2.17,1.25,RM_type_A,Permanent,Female,1984,Y,1,0,1,level_4,3.05,2010,7,7,4,3,0,2,0,0,69.66,82.2,0,achiev_50%-100%,achiev_< 50%,not reached
JG04,1.58,PG03,1.58,0.5,RM_type_B,Permanent,Male,1988,N,0,0,0,level_4,3.22,2013,2,2,2,2,0,2,0,0,20.68666667,46.06,0,achiev_< 50%,achiev_< 50%,reached
JG03,0.25,PG01,0.25,0.25,RM_type_B,Contract,Female,1989,N,0,0,0,level_4,3.25,2011,,1,1,1,0,0,0,0,,,,,,
JG04,1.83,PG03,1.83,2.83,RM_type_A,Permanent,Female,1984,Y,3,1,2,level_4,3.93,2006,6,6,4,2,0,0,0,0,57.16333333,60.43,0,achiev_< 50%,achiev_< 50%,reached
JG04,1.58,PG03,1.58,1.75,RM_type_A,Permanent,Male,1988,N,0,0,0,level_4,2.9,2013,5,5,5,4,0,5,7,0,44.47333333,42.57,0,achiev_< 50%,achiev_< 50%,reached
JG04,2,PG03,2,2.5,RM_type_A,Permanent,Male,1990,Y,1,1,0,level_3,2.95,2011,5,5,3,4,0,5,0,0,59.27,59.89,0,achiev_50%-100%,achiev_< 50%,reached
JG04,1.83,PG03,1.83,0.5,RM_type_B,Permanent,Male,1988,Y,1,0,1,level_3,2.93,2008,5,5,3,3,0,3,0,0,97.96,116.81,2,achiev_50%-100%,achiev_> 1.5,reached
JG04,1.58,PG03,1.58,1.5,RM_type_A,Permanent,Male,1988,Y,0,0,0,,,,4,4,2,5,0,0,0,0,73.39,78.78,0,achiev_50%-100%,achiev_50%-100%,not reached
JG04,1.92,PG03,1.92,0.5,RM_type_B,Permanent,Male,1988,Y,1,0,1,level_4,3.31,2012,3,3,3,3,0,2,0,0,70.05333333,84.61,0,achiev_50%-100%,achiev_50%-100%,reached
JG03,1,PG01,1,1,RM_type_B,Contract,Male,1991,N,0,0,0,level_4,3.33,2014,,1,1,1,0,0,0,0,,,,,,
JG04,1.83,PG03,1.83,3.33,RM_type_C,Permanent,Female,1988,N,0,0,0,level_4,2.97,2011,5,5,3,4,0,6,0,0,73.51666667,75.26,0,achiev_50%-100%,achiev_< 50%,reached
JG04,0.42,PG03,0.42,1.75,RM_type_B,Permanent,Male,1986,Y,0,0,0,level_4,3.02,2012,5,5,5,4,0,0,0,0,3.33,,,,,
JG04,1.92,PG03,1.92,0.25,RM_type_A,Permanent,Male,1989,Y,1,1,0,level_4,3.5,2013,3,3,3,3,0,4,0,0,91.77666667,91.4,3,achiev_50%-100%,achiev_50%-100%,reached
JG04,2,PG03,2,5.25,RM_type_C,Permanent,Female,1986,Y,1,1,0,level_4,3.73,2007,6,6,2,3,0,5,0,0,89.72666667,94.9,2,achiev_50%-100%,achiev_50%-100%,reached
JG04,1.83,PG03,1.83,1.5,RM_type_A,Permanent,Male,1990,Y,0,0,0,level_4,3.59,2015,5,5,4,3,0,8,0,0,69.94666667,72.79,0,achiev_100%-150%,achiev_< 50%,not reached
JG04,1.83,PG03,1.83,1,RM_type_B,Permanent,Male,1987,N,0,0,0,level_4,3.27,2011,5,5,4,3,0,1,0,0,64.52666667,74.19,0,achiev_50%-100%,achiev_50%-100%,not reached
JG04,1.75,PG03,1.75,1.5,RM_type_A,Permanent,Male,1986,Y,1,1,0,level_4,3.02,2013,4,4,4,3,0,3,0,0,114.02,114.01,3,achiev_50%-100%,achiev_> 1.5,reached
JG04,0.67,PG03,0.67,0.67,RM_type_B,Permanent,Male,1992,N,0,0,0,level_3,3.81,2013,1,1,1,1,0,0,0,0,,,,,,
JG04,0.33,PG03,0.33,0.33,RM_type_B,Permanent,Male,1993,N,0,0,0,level_4,3.1,2015,1,1,1,1,0,0,0,0,,,,,,
JG04,1.33,PG03,1.33,0.5,RM_type_B,Permanent,Male,1991,N,0,0,0,level_4,3.63,2013,2,2,2,2,0,3,0,0,,,,,,
JG03,0.83,PG01,0.83,0.83,RM_type_B,Contract,Male,1991,Y,1,0,1,level_4,3.08,2013,,1,1,1,0,0,0,0,,,,,,
JG04,1.83,PG03,1.83,1.5,RM_type_A,Permanent,Male,1979,Y,2,1,1,level_4,2.71,2005,7,7,5,4,0,0,0,0,100.4533333,117.15,2,achiev_100%-150%,achiev_100%-150%,reached
JG04,1.92,PG03,1.92,1.5,RM_type_B,Permanent,Male,1988,N,0,0,0,level_4,3,2011,3,3,2,3,0,1,0,0,63.31,64.01,0,achiev_50%-100%,achiev_< 50%,reached
JG04,1.83,PG03,1.83,1.5,RM_type_A,Permanent,Male,1987,N,0,0,0,level_4,3.04,2010,6,6,4,4,0,7,2,0,66.01666667,64.6,0,achiev_< 50%,achiev_> 1.5,not reached
JG04,1.83,PG03,1.83,0.5,RM_type_A,Permanent,Male,1988,Y,1,1,0,level_4,3.19,2011,6,6,4,4,0,2,0,0,40.46666667,38.83,0,achiev_< 50%,achiev_< 50%,not reached
JG03,4.42,PG02,0,0.25,RM_type_A,Permanent,Male,1987,Y,1,1,0,,,,4,4,5,2,0,3,0,0,34.30666667,37.85,0,achiev_50%-100%,achiev_< 50%,not reached
JG04,1.83,PG03,1.83,0.25,RM_type_A,Permanent,Male,1989,Y,1,0,1,,,,4,4,3,4,0,3,2,0,96.60666667,107.35,2,achiev_100%-150%,achiev_100%-150%,reached
JG04,1.33,PG03,1.33,1,RM_type_B,Permanent,Male,1988,Y,2,0,2,level_4,3,2010,3,3,3,2,0,3,2,0,49.2,51.24,0,achiev_< 50%,achiev_< 50%,reached
JG03,0.42,PG01,0.42,0.42,RM_type_B,Contract,Female,1991,N,0,0,0,level_4,3.56,2013,,1,1,1,0,0,0,0,,,,,,
JG04,1.33,PG03,1.33,1.5,RM_type_A,Permanent,Male,1988,Y,0,0,0,level_4,3.07,2009,4,4,3,3,0,5,1,0,91.75666667,107.22,2,achiev_100%-150%,achiev_50%-100%,reached
JG04,1.75,PG03,1.75,0.5,RM_type_B,Permanent,Male,1988,Y,1,1,0,level_3,2.89,2011,3,3,3,2,0,0,0,0,82.18333333,77.9,1,achiev_100%-150%,achiev_< 50%,reached
JG03,1,PG01,1,1,RM_type_B,Contract,Male,1990,N,0,0,0,level_4,3.34,2013,,1,1,1,0,0,0,0,,,,,,
JG04,1.75,PG03,1.75,1.5,RM_type_B,Permanent,Male,1987,Y,2,0,2,level_4,2.79,2009,5,5,3,3,0,0,0,0,102.61,101.85,3,achiev_50%-100%,achiev_> 1.5,not reached
JG04,0.67,PG03,0.67,0.42,RM_type_A,Permanent,Male,1993,Y,0,0,0,level_3,3.03,2015,1,1,2,2,0,0,0,0,,,,,,
JG04,1.83,PG03,1.83,1.5,RM_type_B,Permanent,Male,1989,Y,0,0,0,,,,4,4,4,4,0,3,0,0,35.57666667,39.4,0,achiev_< 50%,achiev_< 50%,reached
JG04,1.92,PG03,1.92,1.92,RM_type_A,Permanent,Male,1989,Y,1,0,1,level_4,2.95,2011,3,3,2,3,0,2,0,0,60.06,56.16,0,achiev_< 50%,achiev_< 50%,not reached
JG04,1.75,PG03,1.75,1.5,RM_type_B,Permanent,Male,1990,Y,0,0,0,level_4,3.43,2012,2,2,2,2,0,4,0,0,9.986666667,14.79,0,achiev_< 50%,achiev_< 50%,reached
JG04,1.83,PG03,1.83,2.25,RM_type_A,Permanent,Male,1985,Y,1,1,0,level_3,2.98,2010,7,7,4,5,0,4,0,0,56.44,50.84,0,achiev_50%-100%,achiev_< 50%,reached
JG04,1.92,PG03,1.92,1,RM_type_A,Permanent,Male,1987,Y,1,1,0,,,,4,4,3,3,0,3,0,0,72.73,81.38,0,achiev_50%-100%,achiev_< 50%,reached
JG04,2.58,PG03,2.58,0.5,RM_type_A,Permanent,Male,1984,Y,1,1,0,level_3,3.39,2006,7,7,5,4,0,4,0,0,45.93666667,45.13,0,achiev_< 50%,achiev_< 50%,reached
JG03,0.83,PG01,0.83,0.83,RM_type_B,Contract,Male,1991,Y,0,0,0,level_4,3.26,2013,,1,1,1,0,0,0,0,,,,,,
JG04,0.92,PG03,0.92,0.92,RM_type_B,Permanent,Female,1989,N,0,0,0,level_4,3.15,2012,1,1,1,1,0,0,0,0,,,,,,
JG04,0.67,PG03,0.67,0.67,RM_type_A,Permanent,Male,1991,N,0,0,0,level_3,3.19,2012,1,1,1,2,0,0,0,0,,,,,,
JG03,0.25,PG01,0.25,0.25,RM_type_B,Contract,Female,1990,N,0,0,0,level_4,3.36,2013,,1,1,1,0,0,0,0,,,,,,
JG04,1.17,PG03,1.17,1.5,RM_type_A,Permanent,Male,1985,Y,1,0,1,level_3,2.88,2007,7,7,5,4,0,2,2,0,,,,,,
JG04,1.75,PG03,1.75,0.25,RM_type_A,Permanent,Male,1985,Y,1,1,0,level_4,3.01,2009,7,7,4,4,0,2,0,0,114.13,115.89,3,achiev_50%-100%,achiev_100%-150%,reached
JG04,1.83,PG03,1.83,0.5,RM_type_B,Permanent,Male,1990,N,0,0,0,level_4,2.85,2012,2,2,2,2,0,5,0,0,33.4,49.97,0,achiev_< 50%,achiev_< 50%,reached
JG04,1.67,PG03,1.67,0.5,RM_type_A,Permanent,Male,1989,Y,0,0,0,,,,4,4,3,2,0,5,0,0,57.27333333,61.97,0,Tidak diberikan target,achiev_< 50%,reached
JG03,1,PG01,1,1,RM_type_B,Contract,Male,1992,N,0,0,0,level_3,3.74,2014,,1,1,1,0,0,0,0,,,,,,
JG04,1.92,PG03,1.92,1.5,RM_type_B,Permanent,Male,1989,Y,0,0,0,level_4,3,2012,3,3,2,2,0,3,0,0,45.42666667,45.81,0,achiev_50%-100%,achiev_< 50%,reached
JG04,1.33,PG03,1.33,0.25,RM_type_A,Permanent,Male,1989,Y,2,2,0,level_3,3,2010,3,3,3,3,0,1,0,0,20.95,27.28,0,achiev_< 50%,achiev_< 50%,reached
JG04,0.92,PG03,0.92,0.92,RM_type_B,Permanent,Male,1987,Y,1,0,1,level_4,3.2,2010,1,1,1,1,0,0,0,0,,,,,,
JG03,0.25,PG01,0.25,0.25,RM_type_B,Contract,Female,1988,N,0,0,0,level_4,3.33,2011,,1,1,1,0,0,0,0,,,,,,
JG04,0.33,PG03,0.33,0.33,RM_type_B,Permanent,Male,1990,N,0,0,0,level_2,3.18,2013,1,1,1,1,0,0,0,0,,,,,,
JG04,1.75,PG03,1.75,1.5,RM_type_A,Permanent,Male,1985,Y,0,0,0,level_3,3.18,2010,6,6,5,3,0,5,0,0,95.55666667,108.19,2,achiev_50%-100%,achiev_> 1.5,reached
JG04,1.75,PG03,1.75,1.5,RM_type_A,Permanent,Male,1988,Y,1,0,1,,,,4,4,2,3,0,5,0,0,109.97,110.57,3,achiev_50%-100%,achiev_> 1.5,reached
JG03,1,PG01,1,1,RM_type_B,Contract,Male,1993,Y,0,0,0,level_4,3.3,2015,,1,1,1,0,0,0,0,,,,,,
JG03,0.42,PG01,0.42,0.42,RM_type_B,Contract,Male,1990,N,0,0,0,level_4,3.31,2012,,1,1,1,0,0,0,0,,,,,,
JG04,1.83,PG03,1.83,0.5,RM_type_A,Permanent,Male,1985,Y,1,0,1,level_4,3.13,2008,6,6,5,3,0,2,0,0,69.60333333,74.9,0,achiev_50%-100%,achiev_< 50%,reached
JG04,1.83,PG03,1.83,1,RM_type_B,Permanent,Male,1991,Y,0,0,0,level_4,3.09,2012,4,4,3,2,0,5,2,0,64.29,66.53,0,achiev_> 1.5,achiev_< 50%,not reached
JG03,0.25,PG01,0.25,0.25,RM_type_B,Contract,Male,1989,N,0,0,0,level_4,3.29,2012,,1,1,1,0,0,0,0,,,,,,
JG04,1.75,PG03,1.75,1.5,RM_type_B,Permanent,Female,1992,Y,0,0,0,level_4,3.4,2013,4,4,3,3,0,4,3,0,51.41,51.91,0,achiev_< 50%,achiev_< 50%,reached
JG04,1.92,PG03,1.92,2.5,RM_type_A,Permanent,Male,1990,Y,0,0,0,,,,4,4,2,3,0,9,0,0,54.25333333,57.44,0,achiev_50%-100%,achiev_< 50%,not reached
JG04,1.75,PG03,1.75,1.5,RM_type_A,Permanent,Female,1991,N,0,0,0,level_4,3.46,2014,3,3,2,3,0,5,0,0,61.37333333,66.25,0,achiev_50%-100%,achiev_< 50%,not reached
JG04,1.75,PG03,1.75,1.5,RM_type_B,Permanent,Male,1989,Y,0,0,0,level_4,3.07,2011,5,5,4,5,0,3,0,0,76.77333333,76.64,0,achiev_50%-100%,achiev_< 50%,reached
JG04,1.67,PG03,1.67,1.25,RM_type_A,Permanent,Female,1987,Y,2,2,0,level_4,2.84,2009,4,4,4,4,0,3,0,0,36.58333333,33.7,0,achiev_50%-100%,Tidak diberikan target,not reached
JG04,1.75,PG03,1.75,1.42,RM_type_A,Permanent,Male,1988,N,0,0,0,level_4,2.93,2011,4,4,4,6,0,0,0,0,67.10333333,71.26,0,achiev_50%-100%,achiev_< 50%,reached
JG04,0.42,PG03,0.42,0.5,RM_type_B,Permanent,Male,1990,Y,1,1,0,level_3,3.04,2012,4,4,5,3,0,3,4,0,,,,,,
JG04,1.67,PG03,1.67,3.5,RM_type_A,Permanent,Male,1985,Y,0,0,0,level_4,3,2010,3,3,1,2,0,2,0,0,67.92333333,68.58,0,achiev_50%-100%,achiev_< 50%,not reached
JG03,0.08,PG01,0.08,0.08,RM_type_B,Contract,Female,1990,N,0,0,0,level_4,3.33,2012,,1,1,1,0,0,0,0,,,,,,
JG04,2.5,PG03,2.5,1.5,RM_type_A,Permanent,Male,1986,Y,2,0,2,level_4,3.31,2009,7,7,5,4,0,0,2,0,48.20333333,52.82,0,achiev_< 50%,achiev_< 50%,reached
JG04,1.75,PG03,1.75,1.5,RM_type_A,Permanent,Male,1988,N,0,0,0,level_4,2.96,2011,5,5,4,5,0,0,0,0,40.49666667,35.21,0,achiev_< 50%,achiev_50%-100%,reached
JG04,1.75,PG03,1.75,1.5,RM_type_A,Permanent,Male,1986,Y,0,0,0,level_4,3.06,2011,4,4,4,5,0,9,0,0,79.1,83.32,0,achiev_100%-150%,achiev_< 50%,reached
JG04,1.75,PG03,1.75,2.5,RM_type_B,Permanent,Male,1992,Y,0,0,0,level_5,3.32,2017,2,2,1,2,0,5,4,0,47.38333333,50.33,0,achiev_< 50%,achiev_< 50%,reached
JG04,0.92,PG03,0.92,0.92,RM_type_B,Permanent,Female,1990,Y,0,0,0,level_5,3.61,2016,1,1,1,1,0,0,0,0,,,,,,
JG04,1.92,PG03,1.92,2.25,RM_type_B,Permanent,Male,1990,Y,1,0,1,,,,4,4,2,2,0,4,0,0,71.54333333,76.95,0,achiev_50%-100%,achiev_< 50%,reached
JG03,1,PG01,1,1,RM_type_B,Contract,Male,1991,N,0,0,0,level_3,3.22,2012,,1,1,1,0,0,0,0,,,,,,
JG04,1.92,PG03,1.92,1.25,RM_type_A,Permanent,Male,1989,Y,1,1,0,,,,4,4,4,3,0,3,0,0,46.08666667,48.65,0,achiev_< 50%,achiev_< 50%,reached
JG04,1.75,PG03,1.75,1.5,RM_type_B,Permanent,Male,1988,N,0,0,0,,,,4,4,2,3,0,4,1,0,57.32,56.24,0,achiev_50%-100%,achiev_< 50%,reached
JG04,2.17,PG03,2.17,0.5,RM_type_A,Permanent,Male,1989,Y,2,2,0,level_5,3.73,2017,6,6,5,3,0,0,0,0,51.47,55.53,0,achiev_50%-100%,achiev_< 50%,reached
JG04,1.92,PG03,1.92,0.5,RM_type_B,Permanent,Female,1989,N,0,0,0,level_4,3.46,2011,4,4,3,2,0,0,0,0,43.31666667,37.56,0,achiev_< 50%,achiev_< 50%,not reached
JG04,7.92,PG04,4,0.5,RM_type_A,Permanent,Male,1982,Y,1,0,1,level_4,3.02,2005,8,8,8,5,0,3,0,0,71.91666667,68.38,0,achiev_50%-100%,achiev_< 50%,reached
JG04,1.75,PG03,1.75,1.5,RM_type_A,Permanent,Male,1990,Y,0,0,0,level_4,3.27,2012,3,3,2,3,0,5,0,0,73.04,68.33,0,achiev_50%-100%,achiev_50%-100%,not reached
JG04,1.25,PG03,1.25,0.5,RM_type_B,Permanent,Male,1992,N,0,0,0,level_4,3.22,2014,2,2,2,2,0,0,6,0,13.03333333,13.1,0,achiev_< 50%,achiev_< 50%,reached
JG04,0.92,PG03,0.92,0.5,RM_type_B,Permanent,Male,1993,N,0,0,0,level_3,3.4,2014,1,1,2,1,0,0,0,0,,,,,,
JG04,1.33,PG03,1.33,1.83,RM_type_C,Permanent,Female,1988,Y,0,0,0,level_4,2.94,2011,4,4,3,3,0,5,0,0,67.86333333,68.44,0,achiev_50%-100%,achiev_< 50%,reached
JG04,1.75,PG03,1.75,0.5,RM_type_A,Permanent,Male,1986,Y,1,0,1,,,,4,4,3,4,0,4,0,0,67.72666667,65.31,0,achiev_50%-100%,achiev_< 50%,not reached
JG03,1,PG01,1,1,RM_type_B,Contract,Male,1991,N,0,0,0,level_4,3.3,2013,,1,1,1,0,0,0,0,,,,,,
JG04,0.67,PG03,0.67,0.67,RM_type_B,Permanent,Male,1990,Y,1,1,0,level_4,3.04,2012,1,1,1,1,0,0,0,0,,,,,,
JG04,1.67,PG03,1.67,1.25,RM_type_B,Permanent,Male,1988,Y,1,0,1,level_3,3.18,2009,4,4,5,3,0,3,0,0,69.95666667,74.9,0,achiev_50%-100%,achiev_< 50%,reached
JG04,1.92,PG03,1.92,1.25,RM_type_A,Permanent,Male,1984,Y,2,1,1,level_3,3.32,2007,3,3,2,2,0,4,0,0,116.1633333,115.81,3,achiev_100%-150%,achiev_> 1.5,reached
JG04,0.67,PG03,0.67,0.42,RM_type_B,Permanent,Female,1993,N,0,0,0,level_3,3.04,2013,1,1,3,1,0,0,0,0,,,,,,
JG05,5.5,PG06,4,0.5,RM_type_A,Permanent,Male,1969,Y,2,1,1,level_4,3.14,2008,28,28,14,11,0,4,0,0,55.91666667,52.87,0,achiev_< 50%,achiev_< 50%,reached
JG04,1.75,PG03,1.75,0.08,RM_type_B,Permanent,Male,1987,Y,2,1,1,level_4,3.1,2007,4,4,4,5,0,0,0,0,76.67333333,79.33,0,achiev_50%-100%,achiev_50%-100%,not reached
JG04,0.42,PG03,0.42,1.08,RM_type_A,Permanent,Male,1991,Y,0,0,0,level_4,3.15,2013,3,3,3,5,0,3,0,0,,,,,,
JG04,1.67,PG03,1.67,0.5,RM_type_B,Permanent,Female,1987,Y,0,0,0,level_4,3.11,2011,3,3,3,2,0,4,0,0,50.34666667,51.94,0,achiev_< 50%,achiev_< 50%,reached
JG04,1.92,PG03,1.92,1.5,RM_type_C,Permanent,Female,1992,Y,0,0,0,level_4,3.47,2014,3,3,2,3,0,3,0,0,48.39666667,49.79,0,achiev_< 50%,achiev_< 50%,reached
JG04,6.58,PG04,2,1.5,RM_type_A,Permanent,Male,1980,Y,2,2,0,level_4,3.3,2003,15,15,11,7,0,2,0,0,73.96666667,71.26,0,achiev_100%-150%,achiev_< 50%,not reached
JG04,1.75,PG03,1.75,1.5,RM_type_B,Permanent,Male,1991,Y,2,1,1,level_4,3.34,2013,4,4,3,2,0,13,0,0,58.71333333,56.39,0,achiev_50%-100%,achiev_< 50%,reached
JG04,0.33,PG03,0.33,0.33,RM_type_B,Permanent,Male,1989,N,0,0,0,level_4,3.34,2011,1,1,1,1,0,0,0,0,,,,,,
JG04,7.17,PG04,4,0.5,RM_type_B,Permanent,Male,1982,Y,1,0,1,level_3,3.08,2005,7,7,9,3,0,4,4,0,59.42333333,62.81,0,achiev_50%-100%,achiev_< 50%,reached
JG04,1.42,PG03,1.42,1.5,RM_type_A,Permanent,Female,1986,Y,0,0,0,,,,4,4,3,3,0,3,0,0,57.26666667,61.77,0,achiev_50%-100%,achiev_< 50%,not reached
JG04,1.75,PG03,1.75,0.5,RM_type_B,Permanent,Male,1990,Y,0,0,0,,,,4,4,3,2,0,3,1,0,54.41666667,55.27,0,achiev_50%-100%,achiev_< 50%,reached
JG04,1.5,PG03,1.5,1.5,RM_type_B,Permanent,Male,1989,Y,1,0,1,level_4,3.32,2013,2,2,2,2,0,3,0,0,13.36,13.49,0,achiev_< 50%,achiev_< 50%,reached
JG03,0.25,PG01,0.25,0.25,RM_type_B,Contract,Female,1989,N,0,0,0,level_3,3.24,2010,,1,1,1,0,0,0,0,,,,,,
JG04,2,PG03,2,0.5,RM_type_A,Permanent,Male,1989,Y,1,0,1,level_4,3.23,2012,5,5,4,3,0,7,0,0,59.91666667,55.65,0,achiev_50%-100%,achiev_< 50%,not reached
JG04,1.67,PG03,1.67,0.25,RM_type_B,Permanent,Female,1989,Y,0,0,0,,,,4,4,3,2,0,5,8,0,69.83666667,70.25,0,achiev_50%-100%,achiev_< 50%,reached
JG04,1.67,PG03,1.67,0.5,RM_type_B,Permanent,Male,1988,Y,1,0,1,level_2,3.01,2010,4,4,3,3,0,3,3,0,64.53,70.29,0,achiev_50%-100%,achiev_< 50%,reached
JG04,1.67,PG03,1.67,0.5,RM_type_A,Permanent,Male,1988,N,0,0,0,level_4,2.98,2011,3,3,3,3,0,3,0,0,69.43,81.49,0,achiev_50%-100%,achiev_< 50%,reached
JG04,1.75,PG03,1.75,0.5,RM_type_B,Permanent,Male,1990,Y,1,0,1,level_3,3,2013,3,3,3,2,0,3,0,0,59.09,65.13,0,achiev_50%-100%,achiev_< 50%,reached
JG04,1.67,PG03,1.67,0.5,RM_type_A,Permanent,Female,1989,Y,1,1,0,level_4,3.36,2010,6,6,5,5,0,7,3,0,66.33,64.41,0,achiev_50%-100%,achiev_< 50%,not reached
JG04,1.75,PG03,1.75,0.5,RM_type_A,Permanent,Male,1989,Y,2,1,1,,,,4,4,3,5,0,1,2,0,32.00333333,31.17,0,achiev_50%-100%,achiev_< 50%,not reached
JG04,1.67,PG03,1.67,0.5,RM_type_B,Permanent,Male,1990,Y,0,0,0,,,,4,4,4,4,0,3,0,0,74.46666667,78.88,0,achiev_50%-100%,achiev_< 50%,reached
JG03,0.25,PG01,0.25,0.25,RM_type_B,Contract,Female,1990,N,0,0,0,level_4,2.75,2013,,1,1,1,0,0,0,0,,,,,,
JG04,1.67,PG03,1.67,1.5,RM_type_A,Permanent,Male,1984,Y,1,1,0,level_4,3.07,2009,7,7,5,4,0,0,0,0,87.68333333,90.33,3,achiev_50%-100%,achiev_50%-100%,reached
JG04,1.5,PG03,1.5,0.5,RM_type_B,Permanent,Male,1989,N,0,0,0,level_3,3.3,2011,5,5,4,4,0,5,0,0,56.54666667,60.66,0,achiev_< 50%,achiev_< 50%,reached
JG04,1.42,PG03,1.42,1.5,RM_type_B,Permanent,Male,1990,Y,0,0,0,level_4,3,2012,3,3,2,2,0,2,0,0,44.50666667,47.15,0,achiev_< 50%,achiev_< 50%,reached
JG04,1.17,PG03,1.17,1.5,RM_type_B,Permanent,Male,1987,Y,0,0,0,level_4,3.2,2012,4,4,3,2,0,0,0,0,85.50333333,83.82,1,achiev_50%-100%,achiev_50%-100%,reached
JG04,1.33,PG03,1.33,0.33,RM_type_B,Permanent,Female,1983,Y,2,1,1,level_4,3.16,2005,6,6,8,5,0,0,0,0,48.51333333,55.07,0,achiev_< 50%,achiev_< 50%,reached
JG04,1.75,PG03,1.75,2.5,RM_type_C,Permanent,Female,1988,Y,2,0,2,,,,4,4,3,3,0,3,0,0,71.58333333,82.56,0,achiev_50%-100%,achiev_< 50%,reached
JG04,1.33,PG03,1.33,1.5,RM_type_A,Permanent,Male,1987,Y,0,0,0,,,,4,4,3,4,0,3,1,0,52.05333333,48.94,0,achiev_50%-100%,achiev_< 50%,not reached
JG04,1.75,PG03,1.75,1.5,RM_type_A,Permanent,Male,1988,Y,0,0,0,,,,4,4,3,4,0,3,0,0,74.15,76.43,0,achiev_50%-100%,achiev_< 50%,reached
JG03,3.5,PG01,3.5,2.5,RM_type_B,Permanent,Male,1988,Y,0,0,0,level_4,2.95,2011,3,3,2,1,0,1,1,0,45.80333333,51.86,0,achiev_< 50%,achiev_< 50%,reached
JG04,1.42,PG03,1.42,1.5,RM_type_A,Permanent,Male,1990,Y,0,0,0,level_4,3,2012,3,3,2,2,0,4,0,0,74.71,76.16,0,achiev_100%-150%,achiev_< 50%,not reached
JG03,0.25,PG01,0.25,0.25,RM_type_B,Contract,Female,1989,N,0,0,0,level_4,3.8,2011,,1,1,1,0,0,0,0,,,,,,
JG04,2.42,PG03,2.42,0,RM_type_A,Permanent,Male,1985,Y,1,0,1,level_4,2.83,2009,6,6,4,4,0,4,1,0,42.01333333,58.24,0,achiev_< 50%,achiev_50%-100%,reached
JG04,1.75,PG03,1.75,0,RM_type_A,Permanent,Male,1987,Y,2,0,2,level_4,3.04,2010,6,6,8,5,0,0,0,0,60.14333333,64.29,0,achiev_50%-100%,achiev_< 50%,reached
JG04,1.75,PG03,1.75,0,RM_type_A,Permanent,Male,1987,Y,2,2,0,,,,4,4,4,4,0,7,2,0,54.19,58.88,0,achiev_50%-100%,achiev_< 50%,reached
JG04,1.42,PG03,1.42,0,RM_type_B,Permanent,Female,1987,Y,1,0,1,,,,4,4,3,2,0,4,4,0,49.4,52.29,0,achiev_< 50%,achiev_< 50%,reached
JG04,1.67,PG03,1.67,0,RM_type_A,Permanent,Male,1987,Y,0,0,0,level_4,3,2011,3,3,3,2,0,3,0,0,49.76333333,52.68,0,achiev_50%-100%,achiev_< 50%,not reached
JG04,1.17,PG03,1.17,0,RM_type_B,Permanent,Male,1988,Y,0,0,0,level_4,3,2011,3,3,4,3,0,0,1,0,52.46666667,53.53,0,achiev_< 50%,achiev_< 50%,reached
JG04,1.42,PG03,1.42,0,RM_type_B,Permanent,Female,1984,Y,2,1,1,level_3,3.53,2005,2,2,3,2,0,3,0,0,13.16,13.28,0,achiev_< 50%,achiev_< 50%,reached
JG03,0.83,PG01,0.83,0,RM_type_B,Contract,Male,1993,N,0,0,0,level_4,3.23,2016,,1,1,1,0,0,0,0,,,,,,
JG03,0.42,PG01,0.42,0,RM_type_B,Contract,Male,1993,N,0,0,0,level_4,3.05,2016,,1,2,1,0,0,0,0,,,,,,
JG03,0.42,PG01,0.42,0,RM_type_B,Contract,Male,1990,N,0,0,0,level_4,3.14,2013,,1,1,1,0,0,0,0,,,,,,
JG04,0.42,PG03,0.42,0.5,RM_type_B,Permanent,Male,1989,N,0,0,0,level_3,3.04,2009,4,4,2,2,0,1,3,0,38.52333333,41.94,0,achiev_< 50%,achiev_< 50%,not reached
JG04,1.75,PG03,1.75,0.5,RM_type_A,Permanent,Female,1988,Y,1,1,0,level_4,3.79,2009,7,7,5,4,0,6,7,0,52.16666667,52.67,0,achiev_50%-100%,achiev_< 50%,reached
JG04,2.75,PG03,2.75,1.5,RM_type_A,Permanent,Female,1985,Y,2,0,2,level_4,2.91,2007,6,6,5,4,0,2,1,0,88.80666667,92.98,3,achiev_50%-100%,achiev_50%-100%,reached
JG04,1.75,PG03,1.75,1.5,RM_type_A,Permanent,Male,1988,N,0,0,0,level_4,3.07,2012,5,5,3,3,0,2,0,0,47.05333333,61.5,0,achiev_50%-100%,achiev_< 50%,not reached
JG03,0.83,PG01,0.83,0.83,RM_type_B,Contract,Male,1994,N,0,0,0,level_4,3.45,2016,,1,1,1,0,0,0,0,,,,,,
JG04,0.67,PG03,0.67,0.25,RM_type_B,Permanent,Male,1989,N,0,0,0,level_4,2.99,2012,1,1,3,2,0,0,0,0,,,,,,
